,Unnamed: 0,Location,Carpet_Area,Bedrooms,Bathrooms,Balconies,PricePerSqft,Transaction_Type,Totals_Floors,PropertyOnFloor,Furnishing,AgeofConstruction,Amenities,Price,New_Furnishing
125,125,dronagiri,650.0,1.0,2,3.0,4700,New Property ,7,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3055000.0,Unfurnished
126,126,kharghar,1055.0,2.0,2,2.0,9100,Resale ,14,3,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9600500.0,Unfurnished
127,127,kharghar,1285.0,2.0,2,3.0,12685,Resale ,19,6,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",16300225.0,Semi-Furnished
128,128,kharghar,450.0,1.0,1,1.0,11778,Resale ,14,7,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5300100.0,Unfurnished
129,129,kharghar,1425.0,3.0,3,3.0,10246,Resale ,13,10,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14600550.0,Semi-Furnished
130,130,kharghar,500.0,1.0,1,1.0,11200,Resale ,7,7,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5600000.0,Unfurnished
131,131,kharghar,1400.0,3.0,3,3.0,15143,Resale ,20,4,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",21200200.0,Unfurnished
132,132,kharghar,915.0,2.0,2,2.0,8634,Resale ,7,5,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7900110.0,Unfurnished
133,133,vashi,800.0,2.0,2,0.0,18875,Resale ,3,2,Semi-Furnished,15.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15100000.0,Semi-Furnished
134,134,roadpali,650.0,1.0,1,3.0,9692,Resale ,13,6,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6299800.0,Unfurnished
135,135,kharghar,535.0,1.0,1,1.0,8037,Resale ,4,2,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4299795.0,Unfurnished
136,136,kalamboli,500.0,1.0,1,3.0,6000,Resale ,5,3,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3000000.0,Unfurnished
137,137,kharghar,575.0,1.0,1,1.0,5043,Resale ,4,1,Unfurnished,2.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2899725.0,Unfurnished
138,138,airoli,600.0,1.0,1,3.0,12667,Resale ,3,1,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7600200.0,Semi-Furnished
139,139,ghansoli,500.0,1.0,1,1.0,12600,Resale ,4,2,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6300000.0,Unfurnished
140,140,vashi,800.0,2.0,2,0.0,22000,Resale ,4,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17600000.0,Unfurnished
141,141,kalamboli,450.0,1.0,2,0.0,9556,Resale ,4,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4300200.0,Unfurnished
142,142,roadpali,1650.0,3.0,3,3.0,8545,Resale ,16,8,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14099250.0,Semi-Furnished
143,143,kharghar,1156.0,2.0,2,2.0,8737,Resale ,17,3,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10099972.0,Unfurnished
144,144,kharghar,655.0,1.0,1,1.0,4122,Resale ,4,2,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2699910.0,Unfurnished
145,145,panvel,800.0,2.0,2,3.0,6375,Resale ,3,1,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5100000.0,Unfurnished
146,146,taloja,500.0,1.0,1,1.0,6000,Resale ,4,2,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3000000.0,Unfurnished
147,147,kharghar,1780.0,4.0,4,4.0,10225,Resale ,4,2,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",18200500.0,Semi-Furnished
148,148,kharghar,535.0,1.0,1,0.0,7850,Resale ,4,4,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4199750.0,Unfurnished
149,149,taloja,600.0,1.0,1,1.0,5833,Resale ,4,3,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3499800.0,Unfurnished
150,150,kharghar,1950.0,3.0,3,3.0,9282,Resale ,7,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",18099900.0,Unfurnished
151,151,airoli,400.0,1.0,1,0.0,12000,Resale ,3,1,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4800000.0,Unfurnished
152,152,kharghar,1495.0,2.0,2,2.0,10033,Resale ,7,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14999335.0,Semi-Furnished
153,153,kharghar,965.0,2.0,2,2.0,9534,Resale ,12,5,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9200310.0,Unfurnished
154,154,kharghar,2015.0,3.0,3,3.0,11712,Resale ,7,1,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",23599680.0,Unfurnished
155,155,kalamboli,500.0,1.0,1,1.0,7200,Resale ,3,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3600000.0,Unfurnished
156,156,kharghar,1257.0,2.0,2,3.0,9228,Resale ,22,7,Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11599596.0,Furnished
157,157,kharghar,375.0,1.0,1,1.0,16267,Resale ,15,2,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6100125.0,Unfurnished
158,158,ulwe,1040.0,2.0,4,4.0,8750,Resale ,13,2,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9100000.0,Unfurnished
159,159,vashi,450.0,1.0,2,0.0,11333,Resale ,4,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5099850.0,Unfurnished
160,160,ghansoli,1500.0,3.0,3,0.0,11600,Resale ,7,6,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17400000.0,Furnished
161,161,airoli,1200.0,3.0,2,1.0,11750,Resale ,3,2,Semi-Furnished,15.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14100000.0,Semi-Furnished
162,162,taloja,750.0,1.0,1,1.0,3067,Resale ,4,2,Unfurnished,1.0,"Lift,Water Storage",2300250.0,Unfurnished
163,163,roadpali,1200.0,2.0,2,3.0,9250,Resale ,18,3,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11100000.0,Unfurnished
164,164,kharghar,575.0,1.0,1,1.0,5391,Resale ,5,3,Unfurnished,2.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3099825.0,Unfurnished
165,165,kharghar,1665.0,3.0,3,3.0,11171,Resale ,15,9,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",18599715.0,Unfurnished
166,166,kalamboli,800.0,2.0,2,3.0,8000,Resale ,7,3,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6400000.0,Unfurnished
167,167,kalamboli,650.0,1.0,1,3.0,8462,Resale ,7,6,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500300.0,Semi-Furnished
168,168,roadpali,800.0,1.0,2,3.0,6000,Resale ,17,11,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4800000.0,Unfurnished
169,169,kharghar,475.0,1.0,1,1.0,9263,Resale ,4,2,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4399925.0,Unfurnished
170,170,kharghar,645.0,1.0,1,1.0,8062,Resale ,7,3,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5199990.0,Unfurnished
171,171,juinagar,500.0,1.0,1,0.0,13200,Resale ,4,2,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6600000.0,Furnished
172,172,roadpali,950.0,2.0,2,3.0,8000,Resale ,7,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7600000.0,Semi-Furnished
173,173,kalamboli,800.0,2.0,2,2.0,11125,Resale ,18,8,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8900000.0,Unfurnished
174,174,vashi,1400.0,3.0,3,3.0,23286,Resale ,4,3,Furnished,12.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",32600400.0,Furnished
175,175,ghansoli,800.0,2.0,2,1.0,19500,Resale ,35,5,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15600000.0,Unfurnished
176,176,taloja,600.0,1.0,2,2.0,5333,Resale ,4,2,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3199800.0,Semi-Furnished
177,177,kalamboli,600.0,2.0,1,1.0,9333,Resale ,4,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5599800.0,Unfurnished
178,178,kalamboli,1100.0,2.0,2,3.0,10091,Resale ,16,10,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11100100.0,Furnished
179,179,roadpali,550.0,1.0,1,3.0,8364,Resale ,7,4,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4600200.0,Unfurnished
180,180,panvel,650.0,1.0,3,0.0,8462,Resale ,11,5,Semi-Furnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500300.0,Semi-Furnished
181,181,nerul,500.0,1.0,1,0.0,14200,Resale ,3,1,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7100000.0,Unfurnished
182,182,nerul,1000.0,3.0,3,1.0,14100,Resale ,4,2,Semi-Furnished,12.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14100000.0,Semi-Furnished
183,183,khandeshwar,650.0,2.0,2,2.0,11385,Resale ,7,3,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7400250.0,Unfurnished
184,184,roadpali,550.0,1.0,1,3.0,10545,Resale ,14,2,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5799750.0,Unfurnished
185,185,taloja,480.0,1.0,1,1.0,6042,Resale ,4,2,Semi-Furnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2900160.0,Semi-Furnished
186,186,roadpali,700.0,1.0,1,2.0,7714,Resale ,7,4,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5399800.0,Unfurnished
187,187,kalamboli,1000.0,2.0,2,3.0,7100,Resale ,7,3,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7100000.0,Unfurnished
188,188,vashi,1400.0,3.0,3,0.0,2507,Resale ,20,3,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3509800.0,Semi-Furnished
189,189,taloja,700.0,1.0,1,3.0,6571,Resale ,15,5,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4599700.0,Unfurnished
190,190,nerul,650.0,2.0,2,0.0,16308,Resale ,3,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10600200.0,Unfurnished
191,191,juinagar,600.0,1.0,1,1.0,9833,Resale ,4,1,Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5899800.0,Furnished
192,192,kharghar,644.0,1.0,2,1.0,8696,Resale ,7,2,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5600224.0,Unfurnished
193,193,roadpali,630.0,1.0,1,3.0,8095,Resale ,15,3,Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5099850.0,Furnished
194,194,kalamboli,850.0,2.0,1,3.0,8941,Resale ,14,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7599850.0,Unfurnished
195,195,kharghar,1056.0,2.0,2,3.0,8144,Resale ,19,6,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8600064.0,Semi-Furnished
196,196,roadpali,700.0,1.0,1,3.0,5571,Resale ,4,3,Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3899700.0,Furnished
197,197,kalamboli,1150.0,2.0,2,3.0,8783,Resale ,16,10,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10100450.0,Semi-Furnished
198,198,vashi,600.0,2.0,2,0.0,37667,Resale ,6,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",22600200.0,Semi-Furnished
199,199,ghansoli,1250.0,3.0,3,0.0,15280,Resale ,4,3,Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",19100000.0,Furnished
200,200,panvel,850.0,2.0,2,3.0,10588,Resale ,28,4,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8999800.0,Unfurnished
201,201,taloja,720.0,1.0,1,2.0,5139,Resale ,4,2,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3700080.0,Unfurnished
202,202,kharghar,415.0,1.0,1,0.0,6265,Resale ,4,1,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2599975.0,Unfurnished
203,203,juinagar,1400.0,3.0,3,1.0,10786,Resale ,4,2,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15100400.0,Furnished
204,204,kharghar,1175.0,2.0,2,3.0,9447,Resale ,15,4,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11100225.0,Unfurnished
205,205,nerul,550.0,1.0,1,0.0,13455,Resale ,4,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7400250.0,Unfurnished
206,206,roadpali,900.0,2.0,2,0.0,8111,Resale ,7,5,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7299900.0,Semi-Furnished
207,207,kalamboli,600.0,1.0,1,0.0,8000,Resale ,3,1,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4800000.0,Unfurnished
208,208,vashi,1450.0,3.0,3,0.0,24207,Resale ,7,5,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",35100150.0,Semi-Furnished
209,209,ghansoli,400.0,1.0,1,0.0,13500,Resale ,4,1,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5400000.0,Semi-Furnished
210,210,airoli,800.0,2.0,2,1.0,11875,Resale ,4,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9500000.0,Semi-Furnished
211,211,taloja,900.0,2.0,1,2.0,6556,Resale ,4,2,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5900400.0,Unfurnished
212,212,belapur,600.0,2.0,1,1.0,10167,Resale ,4,2,Unfurnished,15.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6100200.0,Unfurnished
213,213,roadpali,620.0,1.0,2,3.0,8710,Resale ,7,6,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5400200.0,Semi-Furnished
214,214,vashi,1600.0,4.0,3,0.0,23813,Resale ,4,2,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",38100800.0,Semi-Furnished
215,215,roadpali,725.0,1.0,1,0.0,6759,Resale ,4,4,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4900275.0,Unfurnished
216,216,ghansoli,850.0,2.0,1,0.0,10706,Resale ,7,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9100100.0,Semi-Furnished
217,217,kharghar,1265.0,2.0,2,2.0,15099,Resale ,32,6,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",19100235.0,Semi-Furnished
218,218,airoli,600.0,1.0,1,1.0,17833,Resale ,3,2,Furnished,15.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10699800.0,Furnished
219,219,kharghar,575.0,1.0,1,1.0,10609,Resale ,7,4,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6100175.0,Semi-Furnished
220,220,panvel,950.0,2.0,2,1.0,10737,Resale ,30,20,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10200150.0,Semi-Furnished
221,221,kalamboli,655.0,0.5,1,1.0,7786,Resale ,6,5,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5099830.0,Unfurnished
222,222,taloja,500.0,1.0,1,1.0,6000,Resale ,4,3,Furnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3000000.0,Furnished
223,223,roadpali,700.0,1.0,1,0.0,9143,Resale ,7,6,Semi-Furnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6400100.0,Semi-Furnished
224,224,roadpali,575.0,1.0,2,1.0,10957,Resale ,13,4,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6300275.0,Semi-Furnished
225,225,kalamboli,1255.0,2.0,2,3.0,10837,Resale ,16,11,Semi-Furnished,9.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13600435.0,Semi-Furnished
