,Unnamed: 0,Location,Carpet_Area,Bedrooms,Bathrooms,Balconies,PricePerSqft,Transaction_Type,Totals_Floors,PropertyOnFloor,Furnishing,AgeofConstruction,Amenities,Price,New_Furnishing
4706,4706,kharghar,655.0,1.0,1,1.0,7634,Resale ,7,5,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5000270.0,Unfurnished
4707,4707,kharghar,945.0,2.0,2,2.0,9524,Resale ,16,10,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9000180.0,Unfurnished
4708,4708,kharghar,650.0,1.0,1,1.0,10000,Resale ,14,5,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6500000.0,Unfurnished
4709,4709,kharghar,1000.0,2.0,2,1.0,8900,Resale ,6,4,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8900000.0,Semi-Furnished
4710,4710,kharghar,665.0,1.0,1,1.0,8271,Resale ,13,6,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500215.0,Unfurnished
4711,4711,kharghar,610.0,1.0,1,1.0,10656,Resale ,6,5,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6500160.0,Unfurnished
4712,4712,kharghar,1300.0,3.0,3,3.0,9846,Resale ,2,16,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",12799800.0,Unfurnished
4713,4713,kharghar,1050.0,2.0,2,2.0,10952,Resale ,7,15,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11499600.0,Unfurnished
4714,4714,kharghar,600.0,1.0,1,1.0,9500,Resale ,4,4,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5700000.0,Unfurnished
4715,4715,kharghar,1205.0,2.0,2,2.0,8299,Resale ,14,9,Furnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000295.0,Furnished
4716,4716,kharghar,660.0,1.0,1,1.0,10000,Resale ,14,5,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6600000.0,Unfurnished
4717,4717,kharghar,550.0,1.0,1,1.0,9091,Resale ,5,4,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5000050.0,Unfurnished
4718,4718,kharghar,544.0,1.0,1,1.0,11949,Resale ,7,7,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6500256.0,Semi-Furnished
4719,4719,kharghar,550.0,1.0,1,1.0,10091,Resale ,7,5,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5550050.0,Semi-Furnished
4720,4720,kharghar,651.0,1.0,1,1.0,7680,Resale ,7,5,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4999680.0,Unfurnished
4721,4721,kharghar,981.0,2.0,2,1.0,8970,Resale ,4,6,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8799570.0,Semi-Furnished
4722,4722,kharghar,1100.0,2.0,2,2.0,9091,Resale ,12,6,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000100.0,Unfurnished
4723,4723,kharghar,950.0,2.0,2,2.0,9474,Resale ,16,10,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9000300.0,Unfurnished
4724,4724,kharghar,665.0,1.0,1,1.0,8271,Resale ,13,8,Semi-Furnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500215.0,Semi-Furnished
4725,4725,kharghar,610.0,1.0,1,1.0,10656,Resale ,6,5,Semi-Furnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6500160.0,Semi-Furnished
4726,4726,kharghar,1300.0,3.0,3,3.0,9846,Resale ,16,2,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",12799800.0,Unfurnished
4727,4727,kharghar,1050.0,2.0,2,2.0,10952,Resale ,17,15,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11499600.0,Unfurnished
4728,4728,kharghar,600.0,1.0,1,1.0,9500,Resale ,4,4,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5700000.0,Semi-Furnished
4729,4729,kharghar,1200.0,2.0,2,2.0,8333,Resale ,14,9,Semi-Furnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9999600.0,Semi-Furnished
4730,4730,kharghar,1200.0,2.0,2,2.0,7500,Resale ,12,7,Unfurnished,9.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9000000.0,Unfurnished
4731,4731,kharghar,1150.0,2.0,2,2.0,6957,Resale ,7,7,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8000550.0,Unfurnished
4732,4732,kharghar,1000.0,2.0,2,2.0,10000,Resale ,16,5,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000000.0,Unfurnished
4733,4733,kharghar,700.0,1.0,1,1.0,10000,Resale ,7,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7000000.0,Unfurnished
4734,4734,kharghar,1070.0,2.0,2,2.0,9439,Resale ,16,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10099730.0,Semi-Furnished
4735,4735,kharghar,1135.0,2.0,2,2.0,7048,Resale ,7,7,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7999480.0,Unfurnished
4736,4736,kharghar,1050.0,2.0,2,1.0,8190,Resale ,7,2,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8599500.0,Unfurnished
4737,4737,kharghar,1150.0,2.0,2,2.0,8348,Resale ,17,12,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9600200.0,Unfurnished
4738,4738,kharghar,590.0,1.0,1,1.0,10508,Resale ,7,5,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6199720.0,Unfurnished
4739,4739,kharghar,1150.0,2.0,2,3.0,8522,Resale ,14,10,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9800300.0,Unfurnished
4740,4740,kharghar,500.0,1.0,1,1.0,10000,Resale ,4,3,Unfurnished,12.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",5000000.0,Unfurnished
4741,4741,kharghar,750.0,1.0,1,2.0,7067,Resale ,7,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5300250.0,Unfurnished
4742,4742,kharghar,1500.0,3.0,3,2.0,9200,Resale ,14,7,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13800000.0,Unfurnished
4743,4743,kharghar,1175.0,2.0,2,3.0,8085,Resale ,14,11,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9499875.0,Semi-Furnished
4744,4744,kharghar,1350.0,3.0,2,2.0,13259,Resale ,15,15,Furnished,11.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17899650.0,Furnished
4745,4745,kharghar,500.0,1.0,1,0.0,9600,Resale ,4,0,Unfurnished,12.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4800000.0,Unfurnished
4746,4746,kharghar,715.0,1.0,1,2.0,6993,Resale ,7,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4999995.0,Unfurnished
4747,4747,kharghar,1535.0,3.0,3,2.0,9121,Resale ,14,8,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14000735.0,Semi-Furnished
4748,4748,kharghar,497.0,1.0,1,1.0,9658,Resale ,4,0,Unfurnished,12.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4800026.0,Unfurnished
4749,4749,kharghar,1350.0,3.0,3,3.0,13259,Resale ,15,15,Furnished,11.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17899650.0,Furnished
4750,4750,kharghar,1175.0,2.0,2,3.0,8085,Resale ,14,11,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9499875.0,Semi-Furnished
4751,4751,kharghar,1535.0,3.0,3,2.0,9121,Resale ,14,8,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14000735.0,Semi-Furnished
4752,4752,kharghar,715.0,1.0,1,2.0,6993,Resale ,7,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4999995.0,Unfurnished
4753,4753,kharghar,650.0,1.0,2,1.0,9846,Resale ,7,3,Unfurnished,9.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6399900.0,Unfurnished
4754,4754,kharghar,1100.0,2.0,2,3.0,10909,Resale ,15,13,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11999900.0,Unfurnished
4755,4755,kharghar,1100.0,2.0,2,1.0,10000,Resale ,8,3,Semi-Furnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11000000.0,Semi-Furnished
4756,4756,kharghar,1160.0,2.0,2,3.0,11121,Resale ,19,8,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",12900360.0,Semi-Furnished
4757,4757,kharghar,640.0,1.0,2,1.0,10156,Resale ,7,4,Unfurnished,9.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6499840.0,Unfurnished
4758,4758,kharghar,1037.0,2.0,2,1.0,9547,Resale ,7,5,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9900239.0,Semi-Furnished
4759,4759,kharghar,650.0,1.0,1,3.0,6923,Resale ,4,3,Semi-Furnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4499950.0,Semi-Furnished
4760,4760,kharghar,1052.0,2.0,2,2.0,9981,Resale ,14,12,Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10500012.0,Furnished
4761,4761,kharghar,600.0,1.0,1,1.0,9167,Resale ,7,4,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500200.0,Unfurnished
4762,4762,kharghar,1100.0,2.0,2,3.0,10909,Resale ,15,13,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11999900.0,Unfurnished
4763,4763,kharghar,600.0,1.0,1,1.0,10000,Resale ,7,3,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6000000.0,Unfurnished
4764,4764,kharghar,1200.0,3.0,3,3.0,16833,Resale ,15,13,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",20199600.0,Unfurnished
4765,4765,kharghar,700.0,2.0,2,2.0,14000,Resale ,7,6,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9800000.0,Unfurnished
4766,4766,kharghar,650.0,1.0,1,1.0,8462,Resale ,14,1,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500300.0,Unfurnished
4767,4767,kharghar,580.0,1.0,1,2.0,11207,Resale ,7,2,Unfurnished,16.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6500060.0,Unfurnished
4768,4768,kharghar,1040.0,2.0,2,3.0,8365,Resale ,5,3,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8699600.0,Unfurnished
4769,4769,kharghar,1540.0,3.0,3,2.0,13182,Resale ,7,3,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",20300280.0,Semi-Furnished
4770,4770,kharghar,655.0,1.0,1,2.0,5344,Resale ,14,2,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3500320.0,Unfurnished
4771,4771,kharghar,1050.0,2.0,2,1.0,9905,Resale ,14,12,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10400250.0,Unfurnished
4772,4772,kharghar,1155.0,2.0,2,2.0,7359,Resale ,7,2,1,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8499645.0,Unfurnished
4773,4773,kharghar,1100.0,3.0,3,3.0,16364,Resale ,15,14,Semi-Furnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",18000400.0,Semi-Furnished
4774,4774,kharghar,1051.0,2.0,2,3.0,8088,Resale ,5,5,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8500488.0,Unfurnished
4775,4775,kharghar,575.0,1.0,1,2.0,10957,Resale ,7,2,Semi-Furnished,16.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6300275.0,Semi-Furnished
4776,4776,kharghar,1540.0,3.0,3,2.0,13182,Resale ,7,3,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",20300280.0,Semi-Furnished
4777,4777,kharghar,650.0,1.0,1,2.0,5385,Resale ,14,2,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3500250.0,Unfurnished
4778,4778,kharghar,1155.0,2.0,2,1.0,7359,Resale ,7,2,Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8499645.0,Furnished
4779,4779,kharghar,1052.0,2.0,2,1.0,9886,Resale ,14,12,Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10400072.0,Furnished
4780,4780,kharghar,1100.0,3.0,3,3.0,16364,Resale ,15,14,Semi-Furnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",18000400.0,Semi-Furnished
4781,4781,kharghar,1051.0,2.0,2,3.0,8088,Resale ,5,5,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8500488.0,Semi-Furnished
4782,4782,kharghar,575.0,1.0,1,2.0,10957,Resale ,7,2,Semi-Furnished,16.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6300275.0,Semi-Furnished
4783,4783,kharghar,1400.0,2.0,2,2.0,7143,Resale ,17,5,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000200.0,Unfurnished
4784,4784,kharghar,1450.0,2.0,2,2.0,9724,Resale ,20,3,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14099800.0,Unfurnished
4785,4785,kharghar,2000.0,3.0,3,4.0,6500,Resale ,19,15,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13000000.0,Unfurnished
4786,4786,kharghar,450.0,0.5,1,0.0,10667,Resale ,3,1,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4800150.0,Unfurnished
4787,4787,kharghar,1780.0,3.0,3,3.0,10393,Resale ,21,6,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",18499540.0,Unfurnished
4788,4788,kharghar,1450.0,2.0,2,2.0,6897,Resale ,17,3,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000650.0,Unfurnished
4789,4789,kharghar,1500.0,3.0,3,3.0,15333,Resale ,20,4,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",22999500.0,Unfurnished
4790,4790,kharghar,1700.0,3.0,3,3.0,13235,Resale ,13,10,Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",22499500.0,Furnished
4791,4791,kharghar,1200.0,2.0,2,3.0,16667,Resale ,13,6,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",20000400.0,Unfurnished
4792,4792,kharghar,1180.0,3.0,3,3.0,9322,Resale ,7,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10999960.0,Unfurnished
4793,4793,kharghar,432.0,0.5,1,1.0,11574,Resale ,3,0,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4999968.0,Unfurnished
4794,4794,kharghar,690.0,1.0,1,1.0,8116,Resale ,7,5,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5600040.0,Semi-Furnished
4795,4795,kharghar,1500.0,2.0,2,2.0,9333,Resale ,20,1,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13999500.0,Semi-Furnished
4796,4796,kharghar,2150.0,2.0,2,2.0,7209,Resale ,7,0,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15499350.0,Semi-Furnished
4797,4797,kharghar,2000.0,3.0,3,3.0,6550,Resale ,19,19,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13100000.0,Unfurnished
4798,4798,kharghar,550.0,1.0,1,1.0,11818,Resale ,7,3,Unfurnished,13.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6499900.0,Unfurnished
4799,4799,kharghar,1450.0,2.0,2,2.0,6897,Resale ,17,3,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000650.0,Unfurnished
